Filename	Plate	Replicate	Batch
HTIF00001_cellHTS2.txt	1	1	1
HTIF00002_cellHTS2.txt	1	2	1
HTIF00004_2_cellHTS2.txt	2	1	1
HTIF00005_cellHTS2.txt	2	2	1
HTIF00007_cellHTS2.txt	3	1	1
HTIF00008_cellHTS2.txt	3	2	1
HTIF00010_2_cellHTS2.txt	4	1	1
HTIF00011_cellHTS2.txt	4	2	1
HTIF00013_cellHTS2.txt	5	1	2
HTIF00014_cellHTS2.txt	5	2	2
HTIF00016_cellHTS2.txt	6	1	2
HTIF00017_cellHTS2.txt	6	2	2
HTIF00019_cellHTS2.txt	7	1	2
HTIF00020_cellHTS2.txt	7	2	2
HTIF00022_cellHTS2.txt	8	1	2
HTIF00023_cellHTS2.txt	8	2	2
