ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A1	1	1	1	1	1029	0.825072886297	849	177.982663699	0.965903646009	12.1535435864	16.995477039	0.719859580699	363.286066364	391.946111674	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.1
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A2	1	2	1	1	638	0.769592476489	491	234.018176802	0.949158412278	13.8152193643	19.781235326	0.70324490012	374.156661714	480.4237296	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.2
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A3	1	3	1	1	1401	0.808708065667	1133	177.241122718	0.957044953035	11.8933135034	17.2573829698	0.696483572098	283.443693539	299.76755746	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.3
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A4	1	4	1	1	1022	0.802348336595	820	203.046037855	0.968957085551	13.1948918055	17.9070945398	0.739512009135	301.682217356	337.070422083	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.4
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A5	1	5	1	1	931	0.780880773362	727	206.985505948	0.955811651181	13.0653123269	18.5476238993	0.706144779509	322.61466424	398.401667014	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.5
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A6	1	6	1	1	1237	0.795472918351	984	188.282451702	0.967776222049	12.4820151248	17.6226356378	0.71292994866	277.434909839	334.446858976	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.6
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A7	1	7	1	1	993	0.802618328298	797	197.3785459	0.975441433432	13.2751011327	17.4835923963	0.762615553184	302.684786905	378.537758861	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.7
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A8	1	8	1	1	1378	0.815674891147	1124	193.70499968	0.96563701981	12.8288542554	17.6194086993	0.731100294203	254.907242027	304.473565964	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.8
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A9	1	9	1	1	1110	0.797297297297	885	194.845088144	0.963160307476	12.8082765537	17.69697605	0.726342073798	275.057047871	338.231954244	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.9
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A10	1	10	1	1	431	0.77030162413	332	220.452020572	0.977241554135	14.0875823281	18.618819733	0.76095541008	385.542022689	558.233176605	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.10
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A11	1	11	1	1	1344	0.790922619048	1063	206.060509673	0.954576923015	13.0540957598	18.4925634392	0.709284580186	254.103683076	285.750100705	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.11
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A12	1	12	1	1	1236	0.809870550162	1001	191.184576013	0.972447032287	12.9200923798	17.3823096182	0.746669886264	268.728041561	335.383071236	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.12
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A13	1	13	1	1	1228	0.8167752443	1003	178.502125256	0.960047596571	12.2951997035	16.9997587873	0.728726627375	239.429574519	276.927688021	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.13
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A14	1	14	1	1	1523	0.814182534471	1240	178.684141648	0.96235835996	12.0962942926	17.1731003353	0.708163620322	238.967028042	294.461016822	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.14
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A15	1	15	1	1	1365	0.808791208791	1104	176.083605568	0.967984051798	12.2475622438	16.7579987973	0.735381172886	259.684057089	296.979642448	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.15
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A16	1	16	1	1	697	0.754662840746	526	259.139279989	0.954090436777	14.5491833222	20.8304331634	0.704068529756	285.985818677	426.918133507	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.16
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A17	1	17	1	1	1359	0.801324503311	1089	179.518612259	0.971356062536	12.3179861875	16.9798145077	0.730059267473	273.390605014	322.291416909	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.17
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A18	1	18	1	1	1492	0.824396782842	1230	170.829521914	0.970107906893	12.0972703166	16.4472605921	0.738715047411	233.266181144	281.417519454	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.18
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A19	1	19	1	1	976	0.77356557377	755	207.253617931	0.962202325212	13.2473686441	18.2298573401	0.730388585798	280.9242014	360.791943054	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.19
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A20	1	20	1	1	1371	0.800875273523	1098	183.3967291	0.969932356702	12.4291624982	17.2215035705	0.727187070168	255.420940761	337.001636169	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.20
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A21	1	21	1	1	1055	0.776303317536	819	212.318366633	0.961757609671	13.2870662836	18.704621338	0.715153323285	270.754872163	339.844060918	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.21
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A22	1	22	1	1	843	0.766310794781	646	207.615457312	0.967067781597	13.3643016037	18.0215351055	0.744507623141	235.546984268	284.509053012	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.22
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A23	1	23	1	1	1150	0.820869565217	944	198.20653296	0.962712836674	12.7913662558	18.0667212478	0.710817947401	225.246407498	285.03884235	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.23
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	A24	1	24	1	1	1162	0.854561101549	993	165.287229691	0.976532684839	12.1419173685	15.9831108064	0.763888130601	109.395951687	274.678557143	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=1.24
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B1	2	1	1	1	1128	0.793439716312	895	194.102936028	0.958299812632	12.6452898032	17.8878203399	0.710431820136	364.205915264	363.187741657	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.1
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B2	2	2	1	1	1549	0.819238218205	1269	168.983851681	0.96403570605	11.8927358624	16.4543718616	0.727167381992	272.936023988	300.456767396	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.2
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B3	2	3	1	1	1332	0.812312312312	1082	178.508764384	0.970517765528	12.409614646	16.7608658374	0.742726210822	308.65774141	329.946724902	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.3
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B4	2	4	1	1	1586	0.820933165195	1302	184.831089179	0.962270991207	12.4770270066	17.3108534626	0.724320165376	251.487763945	280.913337369	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.4
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B5	2	5	1	1	1299	0.806004618938	1047	186.011889966	0.966642327363	12.5860103252	17.1589421458	0.736276225603	260.035257067	331.303680026	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.5
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B6	2	6	1	1	1425	0.794385964912	1132	183.469808541	0.963944387856	12.3507195176	17.295929899	0.717472136641	266.404550465	300.966835437	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.6
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B7	2	7	1	1	1643	0.813755325624	1337	172.670519168	0.962922617097	11.9977156579	16.6809629225	0.722697966974	252.870155353	270.918973568	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.7
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B8	2	8	1	1	1508	0.819628647215	1236	172.729348015	0.975521961776	12.3352426628	16.3464056402	0.757799632413	260.49931291	316.569627074	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.8
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B9	2	9	1	1	864	0.784722222222	678	204.427138077	0.977712703816	13.4982217874	17.9755900649	0.753530087159	328.63060754	422.201153748	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.9
161212_Epi_Env_Screen_Batch1	2146	HTIF00052	2670	2016-12-13T18:42:32Z	2597	B10	2	10	1	1	1152	0.785590277778	905	199.718304541	0.954851764908	12.5926751821	18.4526965563	0.687234342896	309.853418935	374.443324269	30	http://columbus.nci.nih.gov/browse/measurement/2597/well=2.10
