ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A1	1	1	1	1	591	0.783417935702	463	207.364121234	0.950947211712	12.7028484377	18.8199299403	0.680967983854	288.981151412	451.133456265	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A2	1	2	1	1	385	0.792207792208	305	173.491876034	0.950203009367	11.8426696735	16.9772264576	0.70286702213	296.83551396	487.225872179	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A3	1	3	1	1	453	0.783664459161	355	217.630956142	0.960393905368	13.3800792493	18.9610700364	0.709091256039	319.613793022	533.813825589	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A4	1	4	1	1	774	0.757105943152	586	217.959589262	0.962313864149	13.4839073064	18.8291852363	0.718119994609	201.506003336	380.788935072	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A5	1	5	1	1	684	0.788011695906	539	225.281151048	0.958791202967	13.4580282656	19.3653753281	0.695656423419	236.509438477	427.918224261	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A6	1	6	1	1	1041	0.794428434198	827	197.727682716	0.96303285805	12.7666443973	18.023469219	0.710911410309	190.822614831	343.423531246	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A7	1	7	1	1	535	0.751401869159	402	256.155350048	0.967420546812	14.7815902734	20.3781612264	0.726742036706	233.324470252	441.480619231	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A8	1	8	1	1	1171	0.836891545687	980	186.533391572	0.967856273239	12.5751439131	17.2106168184	0.735477140468	190.45809949	317.241589946	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A9	1	9	1	1	1073	0.804287045666	863	189.521647608	0.964770558975	12.6262455982	17.5772098872	0.72115019776	203.207686136	345.735227175	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A10	1	10	1	1	749	0.779706275033	584	230.969591833	0.96705756412	14.1768316693	19.0950706265	0.741280256512	209.300177317	417.730919943	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.10
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A11	1	11	1	1	1285	0.808560311284	1039	181.957551918	0.962017620803	12.3533028559	16.9871037669	0.72716736954	152.412100947	233.939113881	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.11
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A12	1	12	1	1	949	0.779768177028	740	211.771443151	0.961510676121	13.1471869315	18.7236228572	0.704458646205	208.205269446	349.168687562	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.12
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A13	1	13	1	1	795	0.764779874214	608	224.318018614	0.968040287798	13.8382766862	18.9695808883	0.730527239531	214.211855349	401.470279321	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.13
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A14	1	14	1	1	1063	0.784571966134	834	197.007977747	0.968822026836	12.916757401	17.7266350827	0.730185645373	199.729351228	348.989267914	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.14
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A15	1	15	1	1	1083	0.79593721145	862	187.001122288	0.956970568656	12.161034706	17.7398237028	0.69065935941	208.096641112	338.042489332	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.15
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A16	1	16	1	1	1129	0.781222320638	882	197.59512437	0.966196595476	12.7853537494	18.0036957745	0.71358399802	180.162251433	308.365615794	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.16
161219_Epi_Env_Screen_Batch2	2152	HTIF00059	2704	2016-12-20T01:33:52Z	2629	A17	1	17	1	1	970	0.778350515464	755	218.223062455	0.961914407901	13.3507072945	19.0538071829	0.704368079399	200.788737949	364.434701303	30	http://columbus.nci.nih.gov/browse/measurement/2629/well=1.17
