ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A1	1	1	1	1	1296	0.810956790123	1051	189.87630395	0.953166723847	12.3468319472	17.9379354272	0.692854502408	227.59275128	310.631624342	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A2	1	2	1	1	266	0.751879699248	200	256.240735338	0.954153419173	14.4564864624	20.692439282	0.702471794391	397.01973191	691.242539923	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A3	1	3	1	1	1194	0.824958123953	985	155.027840294	0.968414190262	11.311129084	15.9653538237	0.713231352113	279.08086734	355.931661191	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A4	1	4	1	1	835	0.797604790419	666	203.364287535	0.961896195447	13.0294089841	18.1747158271	0.720223973287	237.969982361	405.902157149	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A5	1	5	1	1	760	0.767105263158	583	227.697018051	0.941697635934	13.5609334691	19.605979462	0.693280315713	209.575140161	406.106074829	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A6	1	6	1	1	1201	0.799333888426	960	197.367532127	0.968823766503	12.9547876831	17.7896272752	0.7314821687	203.67178684	326.175218582	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A7	1	7	1	1	494	0.759109311741	375	230.077076105	0.906223339283	13.037992839	20.1973088039	0.656439691548	308.07861504	502.939246132	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A8	1	8	1	1	336	0.755952380952	254	230.882042231	0.973853076095	14.3011243082	19.1671066386	0.751515904825	293.676402248	639.712492145	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A9	1	9	1	1	565	0.807079646018	456	220.257194225	0.959929639966	13.5596489996	19.050208992	0.710025972016	274.409611043	519.669399688	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00047	2707	2016-12-20T17:57:39Z	2632	A10	1	10	1	1	363	0.787878787879	286	276.462186967	0.963751166295	15.2682514631	21.4329604428	0.715987493631	316.475433429	599.885341269	30	http://columbus.nci.nih.gov/browse/measurement/2632/well=1.10
