ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A1	1	1	1	1	634	0.785488958991	498	214.72438711	0.968648054686	13.4607602166	18.8245439954	0.719058804261	290.537581847	563.945629929	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A2	1	2	1	1	372	0.72311827957	269	278.342175896	0.952828797536	15.4750956652	21.2157497723	0.73777881903	300.349682871	680.319220576	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A3	1	3	1	1	631	0.754358161648	476	219.124581145	0.959583230141	13.4867075344	18.9866268971	0.713924561967	263.417180373	521.353282846	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A4	1	4	1	1	756	0.78835978836	596	202.885071458	0.963440815979	12.9120523352	18.3338495358	0.708415279144	242.210769468	468.722634123	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A5	1	5	1	1	1012	0.75790513834	767	204.89818915	0.946177978864	12.6756285269	18.6903840587	0.679216183721	220.476192141	427.547045428	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A6	1	6	1	1	1174	0.815161839864	957	174.145860378	0.969946112747	12.2099231659	16.6783195752	0.734320042341	205.355027854	369.680111374	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A7	1	7	1	1	211	0.791469194313	167	216.211296437	0.865612931718	12.1165609689	20.0446331461	0.617333682345	434.885758299	878.079005467	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A8	1	8	1	1	309	0.766990291262	237	241.132345	0.982450406098	15.0464753794	19.1317279653	0.789352254648	306.369028441	734.792199019	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A9	1	9	1	1	363	0.752066115702	273	227.391130187	0.95879479676	13.6468098994	19.6988893007	0.694770942605	291.903419103	615.702695017	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A10	1	10	1	1	953	0.813221406086	775	183.804163219	0.970157712289	12.4597944505	17.1966891826	0.728586379469	219.355728433	419.624536978	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.10
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A11	1	11	1	1	946	0.790697674419	748	222.865176375	0.967287705715	13.9692235021	18.8007401615	0.746016953654	219.944021306	410.197969364	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.11
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A12	1	12	1	1	449	0.748329621381	336	216.203115011	0.950296439037	13.0641114307	19.2448043847	0.683943062739	270.48865746	580.737463733	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.12
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A13	1	13	1	1	1007	0.804369414101	810	181.391754671	0.950151743404	12.0208653709	17.515089749	0.690707959556	190.373712832	372.016856901	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.13
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A14	1	14	1	1	898	0.781737193764	702	204.391513155	0.970755098792	13.1440147382	18.1541966126	0.727504878304	204.312553654	436.353997185	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.14
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A15	1	15	1	1	1016	0.824803149606	838	154.680358113	0.962681828608	11.3343387868	15.8730520536	0.717250310794	193.234819861	358.457667042	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.15
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A16	1	16	1	1	479	0.736951983299	353	268.570056463	0.951298752859	14.7876870995	21.103566132	0.702843717051	251.319048596	649.680784998	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.16
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A17	1	17	1	1	989	0.79271991911	784	192.510535062	0.966840566124	12.6594067158	17.6935789724	0.721153060348	196.791171148	405.010363196	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.17
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A18	1	18	1	1	1071	0.799253034547	856	192.051754506	0.968067931668	12.775951321	17.5298890234	0.732133455932	187.900442998	401.731711641	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.18
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A19	1	19	1	1	1007	0.813306852036	819	176.073817114	0.963173590603	11.9692348552	17.1014413121	0.704631659921	206.098371478	410.960342431	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.19
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A20	1	20	1	1	1058	0.814744801512	862	179.570166339	0.969434733225	12.3547455292	16.9200211824	0.734639143571	181.180320163	372.303579866	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.20
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A21	1	21	1	1	1408	0.833096590909	1173	164.517861448	0.972946701563	11.9449010469	16.1109580427	0.744445077517	167.247965977	334.935841871	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.21
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A22	1	22	1	1	1165	0.786266094421	916	197.13542904	0.96919599541	12.9290094904	17.8236774828	0.729804530396	179.09100677	383.990244108	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.22
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A23	1	23	1	1	816	0.787990196078	643	200.703800352	0.959274292757	12.7249900988	18.3187737072	0.699308864255	223.184721175	474.60101518	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.23
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	A24	1	24	1	1	870	0.804597701149	700	179.656962227	0.976383602392	12.5960009482	16.7591227447	0.755342055347	127.012463274	474.484674501	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=1.24
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B1	2	1	1	1	1292	0.818885448916	1058	182.274391141	0.965964696821	12.2979354619	17.2602318724	0.715787317768	226.622019219	392.676852104	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B2	2	2	1	1	1354	0.812407680945	1100	182.390869843	0.968014460676	12.383026461	17.2176648358	0.723378455725	189.554452266	336.941975711	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B3	2	3	1	1	1283	0.812938425565	1043	180.360435101	0.958909671318	12.1717898814	17.1796633511	0.711345831348	171.259884896	321.6559635	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B4	2	4	1	1	1213	0.802143446002	973	195.380895731	0.96933839881	12.9188223201	17.6743925269	0.73374694454	182.902477896	385.18545569	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B5	2	5	1	1	991	0.814328960646	807	165.811936703	0.974478462762	11.9790472935	16.0775657029	0.747395217564	223.619495228	492.50814138	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B6	2	6	1	1	1195	0.805857740586	963	184.885809396	0.963536253631	12.3937371525	17.433380112	0.715624938455	200.146647547	378.384597726	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B7	2	7	1	1	486	0.742798353909	361	249.944896456	0.972481843598	14.7927481162	19.8739974552	0.746201065465	268.596759818	606.85096837	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B8	2	8	1	1	1106	0.80650994575	892	186.447908974	0.964047866345	12.4161199233	17.4751126035	0.714096249647	203.001130041	401.69025698	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B9	2	9	1	1	492	0.808943089431	398	178.013142113	0.943534108663	11.7775898367	17.5850828995	0.675564619243	238.829339695	495.336494549	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B10	2	10	1	1	1092	0.784798534799	857	191.391133202	0.960811933445	12.3894593275	17.9020838558	0.698374061836	219.018997012	418.934598536	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.10
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B11	2	11	1	1	678	0.77581120944	526	216.211679824	0.966188828636	13.3714953377	18.9898473747	0.708334451748	249.6353261	529.591927378	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.11
161219_Epi_Env_Screen_Batch2	2152	HTIF00050	2710	2016-12-21T18:01:56Z	2635	B12	2	12	1	1	930	0.775268817204	721	208.702352999	0.963982889591	13.2487404169	18.3969046573	0.722637881372	224.836089294	457.308527534	30	http://columbus.nci.nih.gov/browse/measurement/2635/well=2.12
