ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A1	1	1	1	1	771	0.770428015564	594	218.387248154	0.969691023887	13.7833441979	18.6167250236	0.742944077611	331.938629362	435.498959792	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A2	1	2	1	1	1478	0.800405953992	1183	181.155578477	0.962306542246	12.1938926854	17.2231054781	0.712311358475	256.268254908	284.92279738	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A3	1	3	1	1	1223	0.83237939493	1018	162.556920961	0.961817867358	11.5551146824	16.2745300596	0.714296545874	291.021987197	316.356222666	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A4	1	4	1	1	653	0.761102603369	497	224.019951918	0.961242183534	13.8841674987	18.8436695345	0.743706192496	315.732528317	442.721547944	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A5	1	5	1	1	532	0.774436090226	412	234.953521211	0.96696053833	14.4922155811	18.9602735873	0.761700897529	352.16050008	486.711813016	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A6	1	6	1	1	1139	0.784899034241	894	195.61414501	0.969400237817	12.9658824389	17.5716468036	0.742074039785	261.05897733	293.376291162	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A7	1	7	1	1	1212	0.804455445545	975	191.858277564	0.962236519814	12.692826533	17.5858756166	0.723432003545	280.046283925	308.381455379	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A8	1	8	1	1	651	0.769585253456	501	228.068927752	0.9740095394	14.2269802571	18.9521434801	0.75561917832	339.488654095	457.764244704	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A9	1	9	1	1	1155	0.781818181818	903	198.097644957	0.965041222981	12.9368402759	17.8832229619	0.725840555632	264.013709881	312.926071412	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A10	1	10	1	1	1481	0.816340310601	1209	169.029080489	0.948868231848	11.4207303984	17.0231259606	0.676725322723	294.371655503	304.637097315	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.10
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A11	1	11	1	1	825	0.785454545455	648	210.714510965	0.967735610659	13.4715999677	18.2724245063	0.739479838934	321.597655595	388.459342947	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.11
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A12	1	12	1	1	1164	0.770618556701	897	202.343046191	0.964485816203	13.0660803378	18.0348141861	0.727630654696	288.232219204	310.850381682	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.12
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A13	1	13	1	1	1455	0.855670103093	1245	144.254961646	0.971825446403	11.12414485	15.0113880908	0.746358749849	290.223625524	292.873039034	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.13
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A14	1	14	1	1	1780	0.806179775281	1435	168.088760545	0.965429993041	11.8084779498	16.4723453186	0.721019671975	262.942475408	254.508758307	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.14
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A15	1	15	1	1	1303	0.80276285495	1046	163.363590786	0.963798057553	11.6964676907	16.2541318366	0.722261712494	294.2553485	277.896432539	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.15
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A16	1	16	1	1	1086	0.792817679558	861	183.034779141	0.964266440306	12.3135727662	17.133348148	0.725020614081	285.751715175	290.460031096	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.16
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A17	1	17	1	1	410	0.773170731707	317	189.142217936	0.93641176416	11.8539732712	18.4237790905	0.654402731841	417.40819946	467.970957738	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.17
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A18	1	18	1	1	1278	0.780125195618	997	180.73926968	0.965719629854	12.257226555	17.1018569056	0.719376579736	284.784139498	310.476986095	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.18
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A19	1	19	1	1	394	0.670050761421	264	387.382172186	0.915478366765	18.0743627814	24.4741837175	0.727024110939	322.621029429	389.204732291	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.19
161219_Epi_Env_Screen_Batch2	2152	HTIF00037	2702	2016-12-19T17:44:09Z	2627	A20	1	20	1	1	1224	0.817810457516	1001	177.58749701	0.949147928518	11.6799856172	17.4585652374	0.674132493733	288.267141236	315.726877039	30	http://columbus.nci.nih.gov/browse/measurement/2627/well=1.20
