GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
10569	8	N05	-2.29	1	173	0.000325939509408804	1	3	3	100	10569	SLU7	s20742
10569	6	N05	-2.18	2	194	0.000325939509408804	1	3	3	100	10569	SLU7	s20740
10569	7	N05	-2.17	3	195	0.000325939509408804	1	3	3	100	10569	SLU7	s20741
5685	6	I04	-2.72	5	108	0.000547570272058499	1	3	3	100	5685	PSMA4	s230029
5685	7	I04	-2.39	6	152	0.000547570272058499	1	3	3	100	5685	PSMA4	s230030
5685	8	I04	-2.01	7	233	0.000547570272058499	1	3	3	100	5685	PSMA4	s230031
983	1	A19	-2.88	9	84	0.00100209600748311	1	3	3	100	983	CDC2	s464
983	2	A19	-2.35	10	161	0.00100209600748311	1	3	3	100	983	CDC2	s465
983	3	A19	-1.81	11	285	0.00100209600748311	1	3	3	100	983	CDC2	s463
7514	8	O01	-2.77	13	99	0.00139205746601468	1	3	3	100	7514	XPO1	s14939
7514	6	O01	-2.29	14	174	0.00139205746601468	1	3	3	100	7514	XPO1	s14937
7514	7	O01	-1.72	15	317	0.00139205746601468	1	3	3	100	7514	XPO1	s14938
54475	6	K15	-2.47	17	138	0.00162746122419818	1	3	3	100	54475	NLE1	s29043
54475	7	K15	-1.8	18	289	0.00162746122419818	1	3	3	100	54475	NLE1	s29044
54475	8	K15	-1.67	19	336	0.00162746122419818	1	3	3	100	54475	NLE1	s29045
23165	8	D11	-2.46	21	139	0.00179310106007043	1	3	3	100	23165	NUP205	s23177
23165	7	D11	-1.88	22	268	0.00179310106007043	1	3	3	100	23165	NUP205	s23176
23165	6	D11	-1.65	23	346	0.00179310106007043	1	3	3	100	23165	NUP205	s23175
6790	1	M11	-1.63	25	354	0.00219271455034115	1	3	3	100	6790	AURKA	s196
6790	2	M11	-1.6	26	366	0.00219271455034115	1	3	3	100	6790	AURKA	s197
6790	3	M11	-1.6	27	367	0.00219271455034115	1	3	3	100	6790	AURKA	s195
23476	3	O14	-2.01	29	234	0.00254815611903499	1	3	3	100	23476	BRD4	s23901
23476	2	O14	-1.89	30	265	0.00254815611903499	1	3	3	100	23476	BRD4	s23903
23476	1	O14	-1.56	31	386	0.00254815611903499	1	3	3	100	23476	BRD4	s23902
23636	7	A02	-2.86	32	85	0.00279132570959568	1	3	3	100	23636	NUP62	s24248
23636	8	A02	-2.06	33	226	0.00279132570959568	1	3	3	100	23636	NUP62	s24249
23636	6	A02	-1.53	34	399	0.00279132570959568	1	3	3	100	23636	NUP62	s24247
8480	8	D20	-2.53	37	130	0.00332310821767494	1	3	3	100	8480	RAE1	s16107
8480	7	D20	-1.59	38	372	0.00332310821767494	1	3	3	100	8480	RAE1	s16106
8480	6	D20	-1.46	39	426	0.00332310821767494	1	3	3	100	8480	RAE1	s16105
2733	8	F21	-2.01	42	235	0.00407767107782499	1	3	3	100	2733	GLE1	s5810
2733	6	F21	-1.5	43	412	0.00407767107782499	1	3	3	100	2733	GLE1	s5808
2733	7	F21	-1.38	44	455	0.00407767107782499	1	3	3	100	2733	GLE1	s5809
7272	7	O02	-2.12	46	208	0.00455201982830119	1	3	3	100	7272	TTK	s121
7272	6	O02	-1.38	47	456	0.00455201982830119	1	3	3	100	7272	TTK	s120
7272	8	O02	-1.34	48	470	0.00455201982830119	1	3	3	100	7272	TTK	s122
7172	8	G20	-2.78	52	96	0.00530463752912575	1	3	3	100	7172	TPMT	s14349
7172	7	G20	-2.6	53	122	0.00530463752912575	1	3	3	100	7172	TPMT	s14348
10285	5	C11	-1.89	54	266	0.00550912133180872	1	3	3	100	10285	SMNDC1	s20103
10285	4	C11	-1.87	55	270	0.00550912133180872	1	3	3	100	10285	SMNDC1	s20102
10285	4	D11	-1.26	56	501	0.00550912133180872	1	3	3	100	10285	SMNDC1	s20101
6598	3	M05	-2.12	59	209	0.00605174416164103	1	3	3	100	6598	SMARCB1	s13143
6598	1	M05	-1.93	60	254	0.00605174416164103	1	3	3	100	6598	SMARCB1	s13144
6598	2	M05	-1.22	61	518	0.00605174416164103	1	3	3	100	6598	SMARCB1	s13142
4236	8	O22	-2.71	62	109	0.00608679287300189	1	3	3	100	4236	MFAP1	s8708
4236	7	O22	-1.74	63	306	0.00608679287300189	1	3	3	100	4236	MFAP1	s8707
4236	6	O22	-1.22	64	519	0.00608679287300189	1	3	3	100	4236	MFAP1	s8706
79184	5	N11	-2.45	65	142	0.00622834094051579	1	3	3	100	79184	BRCC3	s35699
79184	5	M12	-1.29	66	491	0.00622834094051579	1	3	3	100	79184	BRCC3	s35698
79184	4	M12	-1.21	67	523	0.00622834094051579	1	3	3	100	79184	BRCC3	s35700
8243	8	B09	-1.93	70	255	0.00670349746846592	1	3	3	100	8243	SMC1A	s15753
8243	7	B09	-1.58	71	377	0.00670349746846592	1	3	3	100	8243	SMC1A	s15752
8243	6	B09	-1.17	72	538	0.00670349746846592	1	3	3	100	8243	SMC1A	s15751
60	8	C12	-1.64	73	349	0.00696907807882105	1	3	3	100	60	ACTB	s230682
60	6	C12	-1.17	74	539	0.00696907807882105	1	3	3	100	60	ACTB	s230680
60	7	C12	-1.16	75	542	0.00696907807882105	1	3	3	100	60	ACTB	s230681
91133	1	F04	-1.52	78	404	0.00740044163932113	1	3	3	100	91133	L3MBTL4	s225080
91133	2	F04	-1.5	79	413	0.00740044163932113	1	3	3	100	91133	L3MBTL4	s225081
91133	3	F04	-1.14	80	553	0.00740044163932113	1	3	3	100	91133	L3MBTL4	s40576
5977	2	N18	-1.67	84	337	0.00848999059711697	1	3	3	100	5977	DPF2	s11931
5977	3	N18	-1.42	85	440	0.00848999059711697	1	3	3	100	5977	DPF2	s11930
5977	1	N18	-1.08	86	576	0.00848999059711697	1	3	3	100	5977	DPF2	s11929
4928	8	M11	-3.01	87	71	0.00866655361037384	1	3	3	100	4928	NUP98	s9784
4928	6	M11	-2.46	88	140	0.00866655361037384	1	3	3	100	4928	NUP98	s9782
4928	7	M11	-1.06	89	586	0.00866655361037384	1	3	3	100	4928	NUP98	s9783
84844	4	O19	-2.46	93	141	0.00958616800543843	1	3	3	100	84844	PHF5A	s39506
