ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A1	1	1	1	1	900	0.796666666667	717	185.485076632	0.965018478506	12.4067537513	17.4043250264	0.717759441973	225.524170684	446.028965699	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.1
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A2	1	2	1	1	475	0.757894736842	360	232.215376965	0.941488693943	13.5939948219	20.006322462	0.686874979287	311.585457676	682.690236622	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.2
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A3	1	3	1	1	910	0.796703296703	725	193.869100141	0.949072169337	12.2331730143	18.3732984829	0.672583266337	216.151486754	415.77939317	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.3
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A4	1	4	1	1	763	0.796854521625	608	201.607069374	0.967325290807	13.128165059	17.9954581458	0.733541855439	216.331714097	462.263934292	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.4
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A5	1	5	1	1	843	0.761565836299	642	210.394698203	0.963281640138	13.2187352722	18.6047266236	0.711624168804	224.417458192	481.889147236	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.5
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A6	1	6	1	1	674	0.808605341246	545	202.363828051	0.968474670315	12.9412971792	18.2575283373	0.713371115198	246.781367566	544.206752187	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.6
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A7	1	7	1	1	802	0.788029925187	632	208.601079196	0.976236580592	13.6441546932	18.0687990944	0.759401960343	215.303738898	476.49040144	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.7
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A8	1	8	1	1	1339	0.791635548917	1060	199.319813531	0.966785089878	12.9896045921	17.9578758891	0.726784086558	160.184026516	330.112669021	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.8
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A9	1	9	1	1	1073	0.797763280522	856	198.327229585	0.963521546617	12.8865283141	17.9636889452	0.720690653817	174.992759516	371.351963282	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.9
161219_Epi_Env_Screen_Batch2	2152	HTIF00053	2703	2016-12-20T09:28:21Z	2628	A10	1	10	1	1	355	0.822535211268	292	215.960158702	0.981442721071	13.9590779229	18.3841782747	0.761456738991	281.312762449	740.78799283	30	http://columbus.nci.nih.gov/browse/measurement/2628/well=1.10
