ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei - Number of Objects	Nuclei - Nuclei Selected - Mean per Well	Nuclei Selected - Number of Objects	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Green Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Red Mean - Mean per Well	Number of Analyzed Fields	Link
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A1	1	1	1	1	1134	0.781305114638	886	190.605579633	0.961120017014	12.5076838721	17.6668551985	0.712788195764	330.873029961	376.36474522	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.1
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A2	1	2	1	1	1565	0.808945686901	1266	179.590422426	0.968617523074	12.4150628972	16.9463452763	0.736789527644	259.485094761	290.470630627	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.2
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A3	1	3	1	1	699	0.783977110157	548	205.473948892	0.964893066516	13.1704530724	18.4128329975	0.721569443078	365.10339201	473.595501207	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.3
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A4	1	4	1	1	1211	0.819157720892	992	187.164075423	0.964478511949	12.4982911883	17.435066281	0.719647259354	298.109187227	358.344862561	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.4
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A5	1	5	1	1	1522	0.813403416557	1238	171.946413717	0.967659611872	12.1524093455	16.444927414	0.74102926003	262.287541878	299.106419188	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.5
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A6	1	6	1	1	348	0.738505747126	257	233.722265901	0.950377103412	13.8975033552	19.931129202	0.703223492367	373.859920414	580.742320078	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.6
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A7	1	7	1	1	1704	0.836854460094	1426	145.319874096	0.953497358528	10.7964814365	15.4088186772	0.705657572659	254.431313976	279.356480187	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.7
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A8	1	8	1	1	1167	0.788346186804	920	201.229744646	0.966375646672	13.0621051084	18.0056699542	0.727291615812	287.58504794	350.389209961	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.8
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A9	1	9	1	1	1298	0.812018489985	1054	187.457912611	0.958877153133	12.3537729486	17.6100788249	0.706079317167	279.494611256	327.469210547	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.9
161212_Epi_Env_Screen_Batch1	2146	HTIF00034	2667	2016-12-13T02:51:57Z	2594	A10	1	10	1	1	1180	0.780508474576	921	205.579076822	0.962021041228	13.1866200909	18.1917282164	0.726605855586	282.208004553	364.395892341	30	http://columbus.nci.nih.gov/browse/measurement/2594/well=1.10
