UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,33,149,Single Liquid_1,1,1,HT00009,A23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,35,149,Single Liquid_1,2,1,HT00009,C23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,37,149,Single Liquid_1,3,1,HT00009,E23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,39,149,Single Liquid_1,4,1,HT00009,G23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,41,149,Single Liquid_1,5,1,HT00009,I23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,43,149,Single Liquid_1,6,1,HT00009,K23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,45,149,Single Liquid_1,7,1,HT00009,M23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,47,149,Single Liquid_1,8,1,HT00009,O23,siRNA_Control_Plate_001,A1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,65,189,Single Liquid_1,1,1,HT00009,A23,HT00009,A23,10,Not enough liquid detected in tip 1 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,66,189,Single Liquid_1,2,1,HT00009,C23,HT00009,C23,10,Not enough liquid detected in tip 2 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,67,189,Single Liquid_1,3,1,HT00009,E23,HT00009,E23,10,Not enough liquid detected in tip 3 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,68,189,Single Liquid_1,4,1,HT00009,G23,HT00009,G23,10,Not enough liquid detected in tip 4 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,69,189,Single Liquid_1,5,1,HT00009,I23,HT00009,I23,10,Not enough liquid detected in tip 5 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,70,189,Single Liquid_1,6,1,HT00009,K23,HT00009,K23,10,Not enough liquid detected in tip 6 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,71,189,Single Liquid_1,7,1,HT00009,M23,HT00009,M23,10,Not enough liquid detected in tip 7 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,72,189,Single Liquid_1,8,1,HT00009,O23,HT00009,O23,10,Not enough liquid detected in tip 8 to complete operation.    ,Go to Bottom
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,81,192,Single Liquid_1,1,1,HT00009,A23,HT00009,A23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,82,192,Single Liquid_1,2,1,HT00009,C23,HT00009,C23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,83,192,Single Liquid_1,3,1,HT00009,E23,HT00009,E23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,84,192,Single Liquid_1,4,1,HT00009,G23,HT00009,G23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,85,192,Single Liquid_1,5,1,HT00009,I23,HT00009,I23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,86,192,Single Liquid_1,6,1,HT00009,K23,HT00009,K23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,87,192,Single Liquid_1,7,1,HT00009,M23,HT00009,M23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,88,192,Single Liquid_1,8,1,HT00009,O23,HT00009,O23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,97,196,Single Liquid_1,1,1,HT00009,A23,HT00009,A23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,98,196,Single Liquid_1,2,1,HT00009,C23,HT00009,C23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,99,196,Single Liquid_1,3,1,HT00009,E23,HT00009,E23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,100,196,Single Liquid_1,4,1,HT00009,G23,HT00009,G23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,101,196,Single Liquid_1,5,1,HT00009,I23,HT00009,I23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,102,196,Single Liquid_1,6,1,HT00009,K23,HT00009,K23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,103,196,Single Liquid_1,7,1,HT00009,M23,HT00009,M23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,104,196,Single Liquid_1,8,1,HT00009,O23,HT00009,O23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,113,199,Single Liquid_1,1,1,HT00009,A23,HT00009,A23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,114,199,Single Liquid_1,2,1,HT00009,C23,HT00009,C23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,115,199,Single Liquid_1,3,1,HT00009,E23,HT00009,E23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,116,199,Single Liquid_1,4,1,HT00009,G23,HT00009,G23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,117,199,Single Liquid_1,5,1,HT00009,I23,HT00009,I23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,118,199,Single Liquid_1,6,1,HT00009,K23,HT00009,K23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,119,199,Single Liquid_1,7,1,HT00009,M23,HT00009,M23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,120,199,Single Liquid_1,8,1,HT00009,O23,HT00009,O23,10,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,177,286,Single Liquid_1,1,2,HT00009,B23,siRNA_Control_Plate_001,B1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,179,286,Single Liquid_1,2,2,HT00009,D23,siRNA_Control_Plate_001,B1,2.4,,
JANUS,784,STEP3B_ADD_Cntrls_on_Daughter_Plate.pro,11/18/2016 12:33:06 PM,181,286,Single Liquid_1,3,2,HT00009,F23,siRNA_Control_Plate_001,B1,2.4,,
