GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
53371	8	P11	-2.14	98	122	0.0152980991444898	1	3	3	100	53371	NUP54	s28726
53371	6	P11	-1.69	99	221	0.0152980991444898	1	3	3	100	53371	NUP54	s28724
53371	7	P11	-0.75	100	704	0.0152980991444898	1	3	3	100	53371	NUP54	s28725
6883	3	O05	-0.84	103	636	0.0158897958844088	1	3	3	100	6883	TAF12	s229936
6883	2	O05	-0.83	104	644	0.0158897958844088	1	3	3	100	6883	TAF12	s229935
6883	1	O05	-0.73	105	717	0.0158897958844088	1	3	3	100	6883	TAF12	s13761
7272	7	O02	-1.67	107	225	0.0167021898975108	1	3	3	100	7272	TTK	s121
7272	6	O02	-0.91	108	590	0.0167021898975108	1	3	3	100	7272	TTK	s120
7272	8	O02	-0.72	109	721	0.0167021898975108	1	3	3	100	7272	TTK	s122
29072	3	B21	-1.12	116	444	0.0187787629299096	1	3	3	100	29072	SETD2	s26423
29072	1	B21	-1.07	117	480	0.0187787629299096	1	3	3	100	29072	SETD2	s26424
29072	2	B21	-0.67	118	753	0.0187787629299096	1	3	3	100	29072	SETD2	s26425
56978	2	J19	-1.3	122	358	0.0198400381177047	1	3	3	100	56978	PRDM8	s32516
56978	1	J19	-0.83	123	645	0.0198400381177047	1	3	3	100	56978	PRDM8	s32518
56978	3	J19	-0.65	124	770	0.0198400381177047	1	3	3	100	56978	PRDM8	s32517
9219	4	B15	-2.06	125	129	0.0198640140440202	1	3	3	100	9219	MTA2	s17631
9219	4	A15	-1.62	126	240	0.0198640140440202	1	3	3	100	9219	MTA2	s17629
10498	2	I14	-1.58	134	251	0.0225288942677738	1	2	3	67	10498	CARM1	s20577
10498	1	I14	-1.57	135	254	0.0225288942677738	1	2	3	67	10498	CARM1	s20579
158880	4	O04	-2.04	137	135	0.0228729833162648	1	2	3	67	158880	USP51	s46136
158880	5	O04	-1.56	138	257	0.0228729833162648	1	2	3	67	158880	USP51	s46137
91133	3	F04	-1.55	139	260	0.0230909606390598	1	3	3	100	91133	L3MBTL4	s40576
91133	1	F04	-1.08	140	473	0.0230909606390598	1	3	3	100	91133	L3MBTL4	s225080
91133	2	F04	-0.58	141	811	0.0230909606390598	1	3	3	100	91133	L3MBTL4	s225081
9129	7	G06	-1.09	143	467	0.0240433461246914	1	3	3	100	9129	PRPF3	s17435
9129	8	G06	-0.74	144	710	0.0240433461246914	1	3	3	100	9129	PRPF3	s17436
9129	6	G06	-0.57	145	819	0.0240433461246914	1	3	3	100	9129	PRPF3	s17434
23224	7	J05	-1.5	146	280	0.0243075566301671	1	3	3	100	23224	SYNE2	s23329
23224	6	J05	-0.79	147	674	0.0243075566301671	1	3	3	100	23224	SYNE2	s23328
23224	8	J05	-0.57	148	820	0.0243075566301671	1	3	3	100	23224	SYNE2	s23330
54556	1	F19	-1.61	149	242	0.0255306906838383	1	3	3	100	54556	ING3	s224303
54556	2	F19	-1.52	150	270	0.0255306906838383	1	3	3	100	54556	ING3	s29201
84148	3	B18	-2.22	151	111	0.0256576774585086	1	3	3	100	84148	MYST1	s38571
84148	1	B18	-1.26	152	371	0.0256576774585086	1	3	3	100	84148	MYST1	s38569
84148	2	B18	-0.55	153	838	0.0256576774585086	1	3	3	100	84148	MYST1	s38570
23410	2	O08	-1.06	154	486	0.0273426984120381	1	3	3	100	23410	SIRT3	s23767
23410	1	O08	-0.59	155	801	0.0273426984120381	1	3	3	100	23410	SIRT3	s23768
23410	3	O08	-0.53	156	849	0.0273426984120381	1	3	3	100	23410	SIRT3	s23766
4236	8	O22	-1.29	157	360	0.0278235091225702	1	3	3	100	4236	MFAP1	s8708
4236	7	O22	-0.83	158	646	0.0278235091225702	1	3	3	100	4236	MFAP1	s8707
4236	6	O22	-0.52	159	862	0.0278235091225702	1	3	3	100	4236	MFAP1	s8706
10569	6	N05	-1.47	160	293	0.0285060657636462	1	3	3	100	10569	SLU7	s20740
10569	7	N05	-1.26	161	372	0.0285060657636462	1	3	3	100	10569	SLU7	s20741
10569	8	N05	-0.52	162	863	0.0285060657636462	1	3	3	100	10569	SLU7	s20742
54014	1	F11	-1.17	163	422	0.028901063753688	1	3	3	100	54014	BRWD1	s28830
54014	2	F11	-0.82	164	657	0.028901063753688	1	3	3	100	54014	BRWD1	s226762
54014	3	F11	-0.51	165	873	0.028901063753688	1	3	3	100	54014	BRWD1	s28831
6790	2	M11	-3.03	166	74	0.0290999237628451	1	3	3	100	6790	AURKA	s197
6790	1	M11	-2.05	167	134	0.0290999237628451	1	3	3	100	6790	AURKA	s196
6790	3	M11	-0.51	168	874	0.0290999237628451	1	3	3	100	6790	AURKA	s195
27243	6	P01	-1.52	170	271	0.0298031145730084	1	3	3	100	27243	CHMP2A	s26027
27243	7	P01	-1.07	171	481	0.0298031145730084	1	3	3	100	27243	CHMP2A	s26028
27243	8	P01	-0.51	172	875	0.0298031145730084	1	3	3	100	27243	CHMP2A	s26029
55340	7	H01	-1.09	173	468	0.0299044857110118	1	3	3	100	55340	GIMAP5	s30775
55340	6	H01	-0.52	174	864	0.0299044857110118	1	3	3	100	55340	GIMAP5	s30774
55340	8	H01	-0.5	175	885	0.0299044857110118	1	3	3	100	55340	GIMAP5	s30776
6996	2	P18	-1.41	176	310	0.030107917065359	1	3	3	100	6996	TDG	s13950
6996	1	P18	-0.77	177	692	0.030107917065359	1	3	3	100	6996	TDG	s13949
6996	3	P18	-0.5	178	886	0.030107917065359	1	3	3	100	6996	TDG	s13951
23476	3	O14	-0.94	179	564	0.0302099778011737	1	3	3	100	23476	BRD4	s23901
23476	1	O14	-0.84	180	637	0.0302099778011737	1	3	3	100	23476	BRD4	s23902
23476	2	O14	-0.5	181	887	0.0302099778011737	1	3	3	100	23476	BRD4	s23903
23204	8	L12	-1.77	182	198	0.0304147906887633	1	3	3	100	23204	ARL6IP1	s23276
23204	6	L12	-1.32	183	346	0.0304147906887633	1	3	3	100	23204	ARL6IP1	s23274
23204	7	L12	-0.5	184	888	0.0304147906887633	1	3	3	100	23204	ARL6IP1	s23275
8535	2	A22	-1.38	186	320	0.0324068722752731	1	3	3	100	8535	CBX4	s16234
8535	1	A22	-0.78	187	685	0.0324068722752731	1	3	3	100	8535	CBX4	s16233
8535	3	A22	-0.47	188	909	0.0324068722752731	1	3	3	100	8535	CBX4	s16235
3684	8	L13	-1.8	189	189	0.032514061488973	1	3	3	100	3684	ITGAM	s7567
3684	6	L13	-1.35	190	334	0.032514061488973	1	3	3	100	3684	ITGAM	s7565
3684	7	L13	-0.47	191	910	0.032514061488973	1	3	3	100	3684	ITGAM	s7566
8480	7	D20	-1.49	192	283	0.0339291008734598	1	3	3	100	8480	RAE1	s16106
8480	8	D20	-0.61	193	787	0.0339291008734598	1	3	3	100	8480	RAE1	s16107
8480	6	D20	-0.46	194	918	0.0339291008734598	1	3	3	100	8480	RAE1	s16105
7341	6	I08	-0.79	195	675	0.035726306533987	1	3	3	100	7341	SUMO1	s14607
7341	8	I08	-0.64	196	775	0.035726306533987	1	3	3	100	7341	SUMO1	s14609
7341	7	I08	-0.44	197	933	0.035726306533987	1	3	3	100	7341	SUMO1	s14608
5685	6	I04	-1.49	198	284	0.0361853116682269	1	3	3	100	5685	PSMA4	s230029
5685	7	I04	-1.13	199	440	0.0361853116682269	1	3	3	100	5685	PSMA4	s230030
5685	8	I04	-0.43	200	941	0.0361853116682269	1	3	3	100	5685	PSMA4	s230031
161176	8	L14	-1.78	201	193	0.037708001556701	1	3	3	100	161176	SYNE3	s46247
161176	6	L14	-1.35	202	335	0.037708001556701	1	3	3	100	161176	SYNE3	s46245
1912	2	J20	-0.84	203	638	0.0386597010808185	1	3	3	100	1912	PHC2	s4474
1912	3	J20	-0.75	204	705	0.0386597010808185	1	3	3	100	1912	PHC2	s4476
1912	1	J20	-0.41	205	957	0.0386597010808185	1	3	3	100	1912	PHC2	s4475
10592	8	A13	-0.91	206	591	0.0387802614791994	1	3	3	100	10592	SMC2	s20795
10592	7	A13	-0.82	207	658	0.0387802614791994	1	3	3	100	10592	SMC2	s20794
10592	6	A13	-0.41	208	958	0.0387802614791994	1	3	3	100	10592	SMC2	s20793
5111	7	M18	-1.82	209	183	0.0392650095205121	1	3	3	100	5111	PCNA	s10134
5111	6	M18	-1.79	210	191	0.0392650095205121	1	3	3	100	5111	PCNA	s10133
5111	8	M18	-0.4	211	967	0.0392650095205121	1	3	3	100	5111	PCNA	s10135
27154	1	B15	-0.88	212	611	0.039753780345592	1	3	3	100	27154	BRPF3	s25920
27154	2	B15	-0.69	213	743	0.039753780345592	1	3	3	100	27154	BRPF3	s25918
27154	3	B15	-0.4	214	968	0.039753780345592	1	3	3	100	27154	BRPF3	s25919
25988	4	G04	-1.97	215	149	0.039876603559842	1	3	3	100	25988	HINFP	s24883
25988	5	H03	-1.39	216	318	0.039876603559842	1	3	3	100	25988	HINFP	s24884
25988	5	G04	-0.4	217	969	0.039876603559842	1	3	3	100	25988	HINFP	s24885
8932	3	C16	-0.96	218	548	0.0420034767137276	1	3	3	100	8932	MBD2	s17079
8932	2	C16	-0.66	219	759	0.0420034767137276	1	3	3	100	8932	MBD2	s17080
8932	1	C16	-0.38	220	986	0.0420034767137276	1	3	3	100	8932	MBD2	s17081
10285	5	C11	-1.99	221	148	0.0437785521285598	1	3	3	100	10285	SMNDC1	s20103
10285	4	C11	-1.29	222	361	0.0437785521285598	1	3	3	100	10285	SMNDC1	s20102
3912	8	E07	-0.83	223	647	0.0439418010989505	1	3	3	100	3912	LAMB1	s8070
3912	6	E07	-0.77	224	693	0.0439418010989505	1	3	3	100	3912	LAMB1	s8068
3912	7	E07	-0.36	225	999	0.0439418010989505	1	3	3	100	3912	LAMB1	s8069
5977	2	N18	-1.55	226	261	0.0451329313207872	1	3	3	100	5977	DPF2	s11931
5977	3	N18	-1.33	227	341	0.0451329313207872	1	3	3	100	5977	DPF2	s11930
5977	1	N18	-0.35	228	1009	0.0451329313207872	1	3	3	100	5977	DPF2	s11929
29028	2	B19	-1.14	230	430	0.0464814378928586	1	3	3	100	29028	ATAD2	s26393
29028	1	B19	-1.02	231	507	0.0464814378928586	1	3	3	100	29028	ATAD2	s26395
29028	3	B19	-0.34	232	1023	0.0464814378928586	1	3	3	100	29028	ATAD2	s26394
55717	5	H05	-2.34	233	107	0.0466065789869084	1	3	3	100	55717	BRWD2	s31327
55717	4	G06	-1.26	234	373	0.0466065789869084	1	3	3	100	55717	BRWD2	s31328
83860	3	B12	-0.79	235	676	0.0466177470948904	1	3	3	100	83860	TAF3	s38237
83860	2	B12	-0.44	236	934	0.0466177470948904	1	3	3	100	83860	TAF3	s38236
83860	1	B12	-0.34	237	1024	0.0466177470948904	1	3	3	100	83860	TAF3	s38235
2733	8	F21	-2.13	238	123	0.0468911644454202	1	3	3	100	2733	GLE1	s5810
2733	6	F21	-1.15	239	427	0.0468911644454202	1	3	3	100	2733	GLE1	s5808
2733	7	F21	-0.34	240	1025	0.0468911644454202	1	3	3	100	2733	GLE1	s5809
51337	6	J12	-0.9	241	600	0.0470282731133893	1	3	3	100	51337	THEM6	s27976
51337	8	J12	-0.4	242	970	0.0470282731133893	1	3	3	100	51337	THEM6	s27978
51337	7	J12	-0.34	243	1026	0.0470282731133893	1	3	3	100	51337	THEM6	s27977
8289	5	F17	-1.63	244	237	0.0471656487894752	1	3	3	100	8289	ARID1A	s15785
8289	4	E18	-1.17	245	423	0.0471656487894752	1	3	3	100	8289	ARID1A	s15786
8289	5	E18	-0.34	246	1027	0.0471656487894752	1	3	3	100	8289	ARID1A	s15784
84864	3	D18	-1.46	247	296	0.0480501726557598	1	3	3	100	84864	MINA	s39523
84864	2	D18	-1.25	248	379	0.0480501726557598	1	3	3	100	84864	MINA	s39524
165918	5	O06	-1.81	249	186	0.0497590923941548	1	3	3	100	165918	RNF168	s46601
165918	4	O06	-1.24	250	383	0.0497590923941548	1	3	3	100	165918	RNF168	s46600
11083	5	E03	-2.52	251	88	0.0498268636255399	1	3	3	100	11083	DIDO1	s225469
11083	4	E03	-2.5	252	91	0.0498268636255399	1	3	3	100	11083	DIDO1	s21855
11083	4	F03	-0.32	253	1046	0.0498268636255399	1	3	3	100	11083	DIDO1	s21853
55706	7	B20	-1.89	254	166	0.0499696340084212	1	3	3	100	55706	TMEM48	s31303
55706	6	B20	-0.94	255	565	0.0499696340084212	1	3	3	100	55706	TMEM48	s31302
55706	8	B20	-0.32	256	1047	0.0499696340084212	1	3	3	100	55706	TMEM48	s31304
256380	5	C12	-1.74	257	206	0.0505434427629287	1	3	3	100	256380	SCML4	s48776
256380	4	C12	-1.32	258	347	0.0505434427629287	1	3	3	100	256380	SCML4	s48775
256380	5	D11	-0.31	259	1053	0.0505434427629287	1	3	3	100	256380	SCML4	s48777
1108	3	C01	-0.71	260	730	0.0509766701855358	1	3	3	100	1108	CHD4	s2984
1108	2	C01	-0.64	261	776	0.0509766701855358	1	3	3	100	1108	CHD4	s2985
1108	1	C01	-0.3	262	1056	0.0509766701855358	1	3	3	100	1108	CHD4	s2983
9739	2	G02	-1.75	264	202	0.0521440307110617	1	3	3	100	9739	SETD1A	s18790
9739	1	G02	-1.11	265	452	0.0521440307110617	1	3	3	100	9739	SETD1A	s18789
9739	3	G02	-0.29	266	1065	0.0521440307110617	1	3	3	100	9739	SETD1A	s18788
9212	2	E06	-2.32	267	108	0.0531799754517932	1	3	3	100	9212	AURKB	s17611
9212	1	E06	-1.55	268	262	0.0531799754517932	1	3	3	100	9212	AURKB	s17612
9212	3	E06	-0.28	269	1072	0.0531799754517932	1	3	3	100	9212	AURKB	s17613
23335	8	E14	-1.36	271	329	0.0534784593580961	1	3	3	100	23335	WDR7	s23592
23335	7	E14	-0.89	272	606	0.0534784593580961	1	3	3	100	23335	WDR7	s23591
23335	6	E14	-0.28	273	1073	0.0534784593580961	1	3	3	100	23335	WDR7	s23590
6749	3	P10	-2.21	274	112	0.0542295508529925	1	3	3	100	6749	SSRP1	s13489
6749	2	P10	-1.42	275	306	0.0542295508529925	1	3	3	100	6749	SSRP1	s13490
6749	1	P10	-0.28	276	1074	0.0542295508529925	1	3	3	100	6749	SSRP1	s13491
23408	2	O04	-0.72	278	722	0.0559066374057909	1	3	3	100	23408	SIRT5	s23760
23408	1	O04	-0.33	279	1038	0.0559066374057909	1	3	3	100	23408	SIRT5	s23761
23408	3	O04	-0.27	280	1083	0.0559066374057909	1	3	3	100	23408	SIRT5	s23762
152098	5	B21	-2.76	281	77	0.0563699499939303	1	3	3	100	152098	ZCWPW2	s45657
152098	4	A22	-1.03	282	503	0.0563699499939303	1	3	3	100	152098	ZCWPW2	s45655
152098	5	A22	-0.26	283	1092	0.0563699499939303	1	3	3	100	152098	ZCWPW2	s45656
54790	1	F21	-1	284	515	0.0571478137277738	1	3	3	100	54790	TET2	s29441
54790	2	F21	-0.42	285	951	0.0571478137277738	1	3	3	100	54790	TET2	s29442
54790	3	F21	-0.26	286	1093	0.0571478137277738	1	3	3	100	54790	TET2	s29443
54475	6	K15	-1.21	287	397	0.0581688504287396	1	3	3	100	54475	NLE1	s29043
54475	7	K15	-1.18	288	413	0.0581688504287396	1	3	3	100	54475	NLE1	s29044
83933	1	B16	-1.18	289	414	0.059363831489428	1	3	3	100	83933	HDAC10	s38332
83933	2	B16	-0.93	290	571	0.059363831489428	1	3	3	100	83933	HDAC10	s38333
83933	3	B16	-0.25	291	1106	0.059363831489428	1	3	3	100	83933	HDAC10	s38334
9126	7	L21	-0.66	293	760	0.0613082645943967	1	3	3	100	9126	SMC3	s17426
9126	6	L21	-0.5	294	889	0.0613082645943967	1	3	3	100	9126	SMC3	s17425
9126	8	L21	-0.24	295	1116	0.0613082645943967	1	3	3	100	9126	SMC3	s17427
5562	3	I15	-1.14	296	431	0.0618009182057974	1	3	3	100	5562	PRKAA1	s102
5562	2	I15	-0.96	297	549	0.0618009182057974	1	3	3	100	5562	PRKAA1	s101
5562	1	I15	-0.24	298	1117	0.0618009182057974	1	3	3	100	5562	PRKAA1	s100
8841	1	C10	-0.57	299	821	0.0621308158248284	1	3	3	100	8841	HDAC3	s16878
8841	2	C10	-0.56	300	830	0.0621308158248284	1	3	3	100	8841	HDAC3	s16877
8841	3	C10	-0.24	301	1118	0.0621308158248284	1	3	3	100	8841	HDAC3	s16876
8464	2	A16	-2.04	302	136	0.0634621463465545	1	3	3	100	8464	SUPT3H	s228377
8464	3	A16	-0.7	303	736	0.0634621463465545	1	3	3	100	8464	SUPT3H	s228378
8464	1	A16	-0.23	304	1130	0.0634621463465545	1	3	3	100	8464	SUPT3H	s228376
390245	2	J10	-1.14	305	432	0.0639662566321025	1	3	3	100	390245		s52752
390245	1	J10	-0.57	306	822	0.0639662566321025	1	3	3	100	390245		s52753
390245	3	J10	-0.23	307	1131	0.0639662566321025	1	3	3	100	390245		s52751
642636	7	E02	-2.06	308	131	0.0641348847251572	1	3	3	100	642636		s55075
642636	6	E02	-0.86	309	623	0.0641348847251572	1	3	3	100	642636		s55074
642636	8	E02	-0.23	310	1132	0.0641348847251572	1	3	3	100	642636		s55076
9112	3	E04	-0.89	311	607	0.0648123606796841	1	3	3	100	9112	MTA1	s17389
9112	1	E04	-0.57	312	823	0.0648123606796841	1	3	3	100	9112	MTA1	s17390
9112	2	E04	-0.23	313	1133	0.0648123606796841	1	3	3	100	9112	MTA1	s17391
8243	8	B09	-0.75	314	706	0.0654945908332086	1	3	3	100	8243	SMC1A	s15753
8243	7	B09	-0.7	315	737	0.0654945908332086	1	3	3	100	8243	SMC1A	s15752
8243	6	B09	-0.22	316	1146	0.0654945908332086	1	3	3	100	8243	SMC1A	s15751
79041	6	L22	-1.42	317	307	0.0658374939293055	1	3	3	100	79041	TMEM38A	s35471
79041	7	L22	-0.79	318	677	0.0658374939293055	1	3	3	100	79041	TMEM38A	s35472
79041	8	L22	-0.22	319	1147	0.0658374939293055	1	3	3	100	79041	TMEM38A	s35473
115290	5	B09	-1.01	320	508	0.066009393391262	1	3	3	100	115290	FBXO17	s41789
115290	4	A10	-0.52	321	865	0.066009393391262	1	3	3	100	115290	FBXO17	s41788
115290	5	A10	-0.22	322	1148	0.066009393391262	1	3	3	100	115290	FBXO17	s41787
3838	7	I03	-0.67	323	754	0.0661815918088043	1	3	3	100	3838	KPNA2	s7921
3838	8	I03	-0.47	324	911	0.0661815918088043	1	3	3	100	3838	KPNA2	s7922
3838	6	I03	-0.22	325	1149	0.0661815918088043	1	3	3	100	3838	KPNA2	s7920
9513	4	A21	-1.24	326	384	0.0666999833923029	1	3	3	100	9513	FXR2	s18243
9513	5	A21	-0.87	327	620	0.0666999833923029	1	3	3	100	9513	FXR2	s18244
9513	4	B21	-0.21	328	1154	0.0666999833923029	1	3	3	100	9513	FXR2	s18242
83590	6	G10	-2.04	331	137	0.0679200756832741	1	3	3	100	83590	TMUB1	s38013
83590	8	G10	-1.58	332	252	0.0679200756832741	1	3	3	100	83590	TMUB1	s195441
83590	7	G10	-0.21	333	1155	0.0679200756832741	1	3	3	100	83590	TMUB1	s38014
54892	7	E16	-1.37	334	324	0.0680955797548071	1	3	3	100	54892	NCAPG2	s29693
54892	8	E16	-1.11	335	453	0.0680955797548071	1	3	3	100	54892	NCAPG2	s29694
54892	6	E16	-0.21	336	1156	0.0680955797548071	1	3	3	100	54892	NCAPG2	s29692
65991	8	J08	-1.83	337	180	0.068274163770162	1	3	3	100	65991	FUNDC2	s35320
65991	7	J08	-1.11	338	454	0.068274163770162	1	3	3	100	65991	FUNDC2	s35319
123169	4	M20	-2.07	339	128	0.0688402747429991	1	2	3	67	123169	LEO1	s42624
123169	5	M20	-1.11	340	455	0.0688402747429991	1	2	3	67	123169	LEO1	s42625
9252	1	E08	-3.18	341	67	0.0689285515743879	1	3	3	100	9252	RPS6KA5	s17691
79188	7	K04	-0.52	342	866	0.0689776363933668	1	3	3	100	79188	TMEM43	s35705
79188	8	K04	-0.37	343	993	0.0689776363933668	1	3	3	100	79188	TMEM43	s35706
79188	6	K04	-0.2	344	1167	0.0689776363933668	1	3	3	100	79188	TMEM43	s35704
5927	2	K05	-1.11	346	456	0.069510508751697	1	3	3	100	5927	KDM5A	s11835
5927	3	K05	-0.3	347	1057	0.069510508751697	1	3	3	100	5927	KDM5A	s11836
5927	1	K05	-0.2	348	1168	0.069510508751697	1	3	3	100	5927	KDM5A	s11834
4616	2	I09	-1.87	349	172	0.070264338378468	1	3	3	100	4616	GADD45B	s226681
4616	1	I09	-1.1	350	459	0.070264338378468	1	3	3	100	4616	GADD45B	s9140
2280	1	L02	-1.45	351	300	0.0711247806060798	1	3	3	100	2280	FKBP1A	s5205
2280	3	L02	-1.1	352	460	0.0711247806060798	1	3	3	100	2280	FKBP1A	s5206
79595	2	N13	-1.23	353	389	0.0718513439769404	1	3	3	100	79595	SAP130	s35882
79595	1	N13	-0.82	354	659	0.0718513439769404	1	3	3	100	79595	SAP130	s35881
79595	3	N13	-0.19	355	1177	0.0718513439769404	1	3	3	100	79595	SAP130	s228184
326	2	A01	-1.67	356	226	0.0723988965869834	1	3	3	100	326	AIRE	s1440
326	1	A01	-1.11	357	457	0.0723988965869834	1	3	3	100	326	AIRE	s1439
326	3	A01	-0.19	358	1178	0.0723988965869834	1	3	3	100	326	AIRE	s223880
2965	3	L12	-1.41	359	311	0.0727654727577769	1	3	3	100	2965	GTF2H1	s6310
2965	2	L12	-0.68	360	747	0.0727654727577769	1	3	3	100	2965	GTF2H1	s6312
2965	1	L12	-0.19	361	1179	0.0727654727577769	1	3	3	100	2965	GTF2H1	s226252
55806	4	K11	-1.85	362	176	0.0733176538548249	1	3	3	100	55806	HR	s31558
55806	4	L11	-1.11	363	458	0.0733176538548249	1	3	3	100	55806	HR	s31556
55806	5	K11	-0.18	364	1192	0.0733176538548249	1	3	3	100	55806	HR	s31557
51426	8	H15	-0.97	365	544	0.0735023330836783	1	3	3	100	51426	POLK	s28116
51426	7	H15	-0.34	366	1028	0.0735023330836783	1	3	3	100	51426	POLK	s28115
51426	6	H15	-0.18	367	1193	0.0735023330836783	1	3	3	100	51426	POLK	s28114
1642	5	H09	-3.04	369	73	0.0749419120205637	1	3	3	100	1642	DDB1	s3979
57338	7	H09	-0.71	370	731	0.0751784212131296	1	3	3	100	57338	JPH3	s32963
57338	6	H09	-0.53	371	850	0.0751784212131296	1	3	3	100	57338	JPH3	s32962
57338	8	H09	-0.17	372	1200	0.0751784212131296	1	3	3	100	57338	JPH3	s32964
10282	8	B15	-0.99	373	526	0.075366210774861	1	3	3	100	10282	BET1	s20094
