UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,193,323,Replicate Plate MDT_1,1,SRC0001,CPF20390,A1,Reservior_001,A1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,194,323,Replicate Plate MDT_1,2,SRC0002,CPF20390,B1,Reservior_001,B1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,195,323,Replicate Plate MDT_1,3,SRC0003,CPF20390,C1,Reservior_001,C1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,196,323,Replicate Plate MDT_1,4,SRC0004,CPF20390,D1,Reservior_001,D1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,197,323,Replicate Plate MDT_1,5,SRC0005,CPF20390,E1,Reservior_001,E1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,198,323,Replicate Plate MDT_1,6,SRC0006,CPF20390,F1,Reservior_001,F1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,199,323,Replicate Plate MDT_1,7,SRC0007,CPF20390,G1,Reservior_001,G1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,200,323,Replicate Plate MDT_1,8,SRC0008,CPF20390,H1,Reservior_001,H1,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,201,323,Replicate Plate MDT_1,9,SRC0009,CPF20390,A2,Reservior_001,A2,50,,
JANUS,546,STEP1auto_Resuspend_Source_Library_PlateStak1.pro,6/30/2016 11:08:34 AM,202,323,Replicate Plate MDT_1,10,SRC0010,CPF20390,B2,Reservior_001,B2,50,,
