Filename	Plate	Replicate	Batch
HTIF00034_cellHTS2.txt	1	1	1
HTIF00035_cellHTS2.txt	1	2	1
HTIF00037_cellHTS2.txt	2	1	1
HTIF00038_cellHTS2.txt	2	2	1
HTIF00040_cellHTS2.txt	3	1	1
HTIF00041_cellHTS2.txt	3	2	1
HTIF00043_cellHTS2.txt	4	1	1
HTIF00044_cellHTS2.txt	4	2	1
HTIF00046_cellHTS2.txt	6	1	1
HTIF00047_cellHTS2.txt	6	2	1
HTIF00049_cellHTS2.txt	7	1	1
HTIF00050_cellHTS2.txt	7	2	1
HTIF00052_cellHTS2.txt	8	1	1
HTIF00053_cellHTS2.txt	8	2	1
HTIF00058_cellHTS2.txt	5	1	1
HTIF00059_cellHTS2.txt	5	2	1
