GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
23399	6	F04	-0.22	812	1265	0.204379195609066	1	3	3	100	23399	DULLARD	s23739
23399	8	F04	0.11	813	1678	0.204379195609066	1	3	3	100	23399	DULLARD	s23741
10269	8	D19	-1.06	814	574	0.204745029491421	1	3	3	100	10269	ZMPSTE24	s20067
10269	6	D19	-0.03	815	1486	0.204745029491421	1	3	3	100	10269	ZMPSTE24	s20065
10269	7	D19	0.11	816	1679	0.204745029491421	1	3	3	100	10269	ZMPSTE24	s20066
83746	1	B08	-1.27	817	463	0.205111299669402	1	3	3	100	83746	L3MBTL2	s38177
83746	3	B08	-0.52	818	979	0.205111299669402	1	3	3	100	83746	L3MBTL2	s38178
83746	2	B08	0.11	819	1680	0.205111299669402	1	3	3	100	83746	L3MBTL2	s38176
25972	6	N02	-1.58	820	339	0.205478006403018	1	3	3	100	25972	UNC50	s24844
25972	7	N02	-0.13	821	1357	0.205478006403018	1	3	3	100	25972	UNC50	s24845
25972	8	N02	0.11	822	1681	0.205478006403018	1	3	3	100	25972	UNC50	s24846
55151	7	O10	-2.29	824	160	0.205845149952279	1	3	3	100	55151	TMEM38B	s30293
55151	8	O10	-0.27	825	1213	0.205845149952279	1	3	3	100	55151	TMEM38B	s30294
55151	6	O10	0.11	826	1682	0.205845149952279	1	3	3	100	55151	TMEM38B	s30292
25978	8	J01	-1.65	828	299	0.206949204094023	1	3	3	100	25978	CHMP2B	s24864
25978	6	J01	-0.01	829	1517	0.206949204094023	1	3	3	100	25978	CHMP2B	s24862
25978	7	J01	0.11	830	1683	0.206949204094023	1	3	3	100	25978	CHMP2B	s24863
23511	8	E03	-1.22	831	485	0.207383084233457	1	2	3	67	23511	NUP188	s23966
23511	6	E03	-0.69	832	835	0.207383084233457	1	2	3	67	23511	NUP188	s23964
51343	6	F08	-0.97	834	632	0.207819905078213	1	3	3	100	51343	FZR1	s27991
51343	7	F08	-0.69	835	836	0.207819905078213	1	3	3	100	51343	FZR1	s27992
4675	3	N06	-2.03	836	215	0.208073453419057	1	3	3	100	4675	NAP1L3	s9273
23306	6	F22	-0.49	838	1002	0.209912633189354	1	3	3	100	23306	TMEM194A	s23518
23306	8	F22	0.04	839	1601	0.209912633189354	1	3	3	100	23306	TMEM194A	s23520
23306	7	F22	0.12	840	1686	0.209912633189354	1	3	3	100	23306	TMEM194A	s23519
55170	1	H13	-2.24	841	175	0.210008585465889	1	2	3	67	55170	PRMT6	s30337
55170	2	H13	-0.69	842	837	0.210008585465889	1	2	3	67	55170	PRMT6	s30339
29082	8	B03	-0.73	843	798	0.21132543590894	1	2	3	67	29082	CHMP4A	s26443
29082	7	B03	-0.68	844	845	0.21132543590894	1	2	3	67	29082	CHMP4A	s26442
158358	4	C04	-0.46	845	1027	0.211779065835714	1	3	3	100	158358	KIAA2026	s225765
158358	5	C04	0.02	846	1575	0.211779065835714	1	3	3	100	158358	KIAA2026	s225766
158358	5	D03	0.12	847	1687	0.211779065835714	1	3	3	100	158358	KIAA2026	s46061
2286	2	L04	-1.15	848	515	0.212153675032357	1	3	3	100	2286	FKBP2	s223540
2286	1	L04	-0.41	849	1076	0.212153675032357	1	3	3	100	2286	FKBP2	s194412
2286	3	L04	0.13	850	1699	0.212153675032357	1	3	3	100	2286	FKBP2	s194414
100101267	7	D04	-1.67	852	295	0.21290421817309	1	3	3	100	100101267	POM121C	s230424
100101267	8	D04	-0.41	853	1077	0.21290421817309	1	3	3	100	100101267	POM121C	s230425
100101267	6	D04	0.13	854	1700	0.21290421817309	1	3	3	100	100101267	POM121C	s230423
4204	3	I01	-3.48	855	55	0.213085456624152	1	2	3	67	4204	MECP2	s8646
4204	2	I01	-0.68	856	846	0.213085456624152	1	2	3	67	4204	MECP2	s8645
27238	7	B06	-1.59	859	331	0.213967266246199	1	2	3	67	27238	GPKOW	s26013
27238	8	B06	-0.67	860	852	0.213967266246199	1	2	3	67	27238	GPKOW	s26014
58508	1	L13	-2	861	221	0.214370454886416	1	2	3	67	58508	KMT2C	s33890
339123	4	C16	-0.98	862	624	0.214788315852124	1	3	3	100	339123	JMJD8	s50457
339123	5	C16	0.03	863	1590	0.214788315852124	1	3	3	100	339123	JMJD8	s50456
339123	5	D15	0.13	864	1701	0.214788315852124	1	3	3	100	339123	JMJD8	s50455
22955	3	M04	-1.1	865	545	0.215166464295525	1	3	3	100	22955	SCMH1	s22744
22955	2	M04	-0.16	866	1332	0.215166464295525	1	3	3	100	22955	SCMH1	s22743
22955	1	M04	0.13	867	1702	0.215166464295525	1	3	3	100	22955	SCMH1	s22742
84975	8	M16	-3.63	868	49	0.215292218059401	1	3	3	100	84975	MFSD5	s39790
84975	7	M16	-0.67	869	853	0.215292218059401	1	3	3	100	84975	MFSD5	s39789
7108	8	L06	-0.04	870	1474	0.215545056314814	1	3	3	100	7108	TM7SF2	s14222
7108	6	L06	0	871	1530	0.215545056314814	1	3	3	100	7108	TM7SF2	s14223
7108	7	L06	0.14	872	1709	0.215545056314814	1	3	3	100	7108	TM7SF2	s14221
51522	6	A12	-1.98	873	223	0.217058918933864	1	3	3	100	51522	TMEM14C	s28255
148479	5	A20	-0.58	874	926	0.217825938084685	1	3	3	100	148479	PHF13	s45185
148479	5	B19	-0.07	875	1428	0.217825938084685	1	3	3	100	148479	PHF13	s45187
148479	4	A20	0.14	876	1710	0.217825938084685	1	3	3	100	148479	PHF13	s45186
26092	6	M22	-0.83	877	728	0.218394140594881	1	3	3	100	26092	TOR1AIP1	s25079
26092	7	M22	-0.67	878	854	0.218394140594881	1	3	3	100	26092	TOR1AIP1	s25080
2138	1	E03	-1.02	879	592	0.21883844970783	1	3	3	100	2138	EYA1	s4905
2138	3	E03	-0.66	880	863	0.21883844970783	1	3	3	100	2138	EYA1	s4906
8930	2	C14	-0.69	881	838	0.219283051591264	1	3	3	100	8930	MBD4	s17078
8930	3	C14	-0.66	882	864	0.219283051591264	1	3	3	100	8930	MBD4	s17077
151194	3	H10	-1.43	884	395	0.220173131589515	1	3	3	100	151194	FAM119A	s45530
151194	1	H10	-0.66	885	865	0.220173131589515	1	3	3	100	151194	FAM119A	s45529
22823	5	E13	-0.92	886	670	0.220507236275488	1	3	3	100	22823	MTF2	s22436
22823	4	E13	-0.38	887	1105	0.220507236275488	1	3	3	100	22823	MTF2	s22438
22823	4	F13	0.15	888	1718	0.220507236275488	1	3	3	100	22823	MTF2	s22437
79960	3	P13	-0.82	889	735	0.221064376429485	1	2	3	67	79960	PHF17	s36725
79960	1	P13	-0.66	890	866	0.221064376429485	1	2	3	67	79960	PHF17	s36724
23133	1	M18	-1.41	893	403	0.221956781951024	1	3	3	100	23133	PHF8	s23107
23133	2	M18	-0.66	894	867	0.221956781951024	1	3	3	100	23133	PHF8	s23106
148581	5	M22	-2.67	895	104	0.223986831697337	1	3	3	100	148581	UBE2U	s45194
148581	4	M22	-0.07	896	1429	0.223986831697337	1	3	3	100	148581	UBE2U	s45196
148581	5	N21	0.16	897	1726	0.223986831697337	1	3	3	100	148581	UBE2U	s45195
5987	5	E12	-1.94	898	232	0.224198155825919	1	3	3	100	5987	TRIM27	s11961
6999	7	G09	-0.74	899	794	0.224765013567952	1	3	3	100	6999	TDO2	s13956
6999	6	G09	0.03	900	1591	0.224765013567952	1	3	3	100	6999	TDO2	s13955
6999	8	G09	0.16	901	1727	0.224765013567952	1	3	3	100	6999	TDO2	s13957
84928	7	G07	-0.78	903	762	0.226718349126743	1	3	3	100	84928	TMEM209	s39680
84928	8	G07	-0.52	904	980	0.226718349126743	1	3	3	100	84928	TMEM209	s39681
84928	6	G07	0.17	905	1736	0.226718349126743	1	3	3	100	84928	TMEM209	s39679
138474	3	H02	-1.93	906	236	0.22686413946823	1	3	3	100	138474	TAF1L	s44117
10447	6	C09	-1.84	907	251	0.227110369326962	1	3	3	100	10447	FAM3C	s20439
10447	8	C09	-0.62	908	894	0.227110369326962	1	3	3	100	10447	FAM3C	s20441
10447	7	C09	0.17	909	1737	0.227110369326962	1	3	3	100	10447	FAM3C	s20440
91181	6	C03	-0.65	910	875	0.22823577023324	1	3	3	100	91181	NUP210L	s40594
91181	7	C03	-0.64	911	880	0.22823577023324	1	3	3	100	91181	NUP210L	s40595
84790	7	A06	-0.79	912	753	0.229077250070874	1	3	3	100	84790	TUBA1C	s39432
84790	6	A06	-0.22	913	1266	0.229077250070874	1	3	3	100	84790	TUBA1C	s39431
84790	8	A06	0.17	914	1738	0.229077250070874	1	3	3	100	84790	TUBA1C	s195488
165918	5	O06	-1.35	915	426	0.229137311441975	1	2	3	67	165918	RNF168	s46601
165918	5	P05	-0.64	916	881	0.229137311441975	1	2	3	67	165918	RNF168	s46599
64426	2	N07	-1.93	917	237	0.229524008471544	1	2	3	67	64426	SUDS3	s34742
55266	6	E20	-1.31	919	444	0.230262811671811	1	3	3	100	55266	TMEM19	s30587
55266	8	E20	-0.4	920	1090	0.230262811671811	1	3	3	100	55266	TMEM19	s30589
55266	7	E20	0.18	921	1748	0.230262811671811	1	3	3	100	55266	TMEM19	s30588
5977	1	N18	-1.89	922	238	0.23040927387736	1	1	3	33	5977	DPF2	s11929
2705	7	A21	-0.28	923	1204	0.230658905957943	1	3	3	100	2705	GJB1	s5773
2705	8	A21	-0.19	924	1298	0.230658905957943	1	3	3	100	2705	GJB1	s5774
2705	6	A21	0.18	925	1749	0.230658905957943	1	3	3	100	2705	GJB1	s5772
6795	3	M13	-1.89	926	239	0.231293860918881	1	2	3	67	6795	AURKC	s13584
64091	8	H06	-2.56	927	119	0.231452456718995	1	3	3	100	64091	POPDC2	s34417
64091	6	H06	-0.53	928	969	0.231452456718995	1	3	3	100	64091	POPDC2	s34415
64091	7	H06	0.18	929	1750	0.231452456718995	1	3	3	100	64091	POPDC2	s34416
84236	8	H16	-0.51	930	986	0.232247825465159	1	3	3	100	84236	RHBDD1	s38699
84236	7	H16	0.1	931	1668	0.232247825465159	1	3	3	100	84236	RHBDD1	s38698
84236	6	H16	0.18	932	1751	0.232247825465159	1	3	3	100	84236	RHBDD1	s38697
5927	3	K05	-0.91	933	673	0.232754667077712	1	3	3	100	5927	KDM5A	s11836
5927	1	K05	-0.63	934	888	0.232754667077712	1	3	3	100	5927	KDM5A	s11834
11105	1	K10	-0.65	935	876	0.233045014276508	1	3	3	100	11105	PRDM7	s21898
11105	3	K10	0.1	936	1669	0.233045014276508	1	3	3	100	11105	PRDM7	s21899
11105	2	K10	0.18	937	1752	0.233045014276508	1	3	3	100	11105	PRDM7	s21900
3840	8	G11	-1.85	938	244	0.234825430642191	1	3	3	100	3840	KPNA4	s7928
55148	4	J21	-0.76	940	777	0.235479317661181	1	3	3	100	55148	UBR7	s30285
55148	5	I21	-0.61	941	898	0.235479317661181	1	3	3	100	55148	UBR7	s30283
3684	7	L13	-0.99	943	615	0.236389728307575	1	2	3	67	3684	ITGAM	s7566
3684	8	L13	-0.61	944	899	0.236389728307575	1	2	3	67	3684	ITGAM	s7567
4302	3	L22	-1.85	945	245	0.236587152078315	1	3	3	100	4302	MLLT6	s8834
56165	4	L19	-0.2	946	1287	0.23665494300625	1	3	3	100	56165	TDRD1	s32041
56165	5	K19	-0.08	947	1418	0.23665494300625	1	3	3	100	56165	TDRD1	s32039
56165	4	K19	0.19	948	1760	0.23665494300625	1	3	3	100	56165	TDRD1	s32040
55904	1	J13	-1.63	949	310	0.237301228913006	1	3	3	100	55904	KMT2E	s31749
55904	3	J13	-0.6	950	902	0.237301228913006	1	3	3	100	55904	KMT2E	s31748
11022	5	E01	-1.85	951	246	0.237466997850027	1	2	3	67	11022	TDRKH	s223181
1789	3	C17	-0.42	952	1066	0.238271249294324	1	3	3	100	1789	DNMT3B	s4223
1789	2	C17	-0.2	953	1288	0.238271249294324	1	3	3	100	1789	DNMT3B	s4222
1789	1	C17	0.19	954	1762	0.238271249294324	1	3	3	100	1789	DNMT3B	s4221
9329	2	E10	-1.85	955	247	0.238346167337517	1	3	3	100	9329	GTF3C4	s17829
55850	8	G18	-1.73	956	275	0.23867647250741	1	3	3	100	55850	USE1	s31660
55850	6	G18	0.05	957	1615	0.23867647250741	1	3	3	100	55850	USE1	s31658
55850	7	G18	0.19	958	1763	0.23867647250741	1	3	3	100	55850	USE1	s31659
10629	3	I18	-1.61	959	320	0.239082154896941	1	3	3	100	10629	TAF6L	s20881
10629	1	I18	-0.58	960	927	0.239082154896941	1	3	3	100	10629	TAF6L	s20882
10629	2	I18	0.19	961	1764	0.239082154896941	1	3	3	100	10629	TAF6L	s20883
254013	1	J02	-3.38	962	60	0.239488296722927	1	3	3	100	254013	C12orf72	s226007
254013	2	J02	-0.22	963	1267	0.239488296722927	1	3	3	100	254013	C12orf72	s48479
254013	3	J02	0.2	964	1769	0.239488296722927	1	3	3	100	254013	C12orf72	s226008
56895	8	K10	-1.7	965	282	0.240958047722118	1	3	3	100	56895	AGPAT4	s32333
56895	7	K10	-0.59	966	917	0.240958047722118	1	3	3	100	56895	AGPAT4	s32332
10282	7	B15	-0.41	967	1078	0.241117463591603	1	3	3	100	10282	BET1	s20093
10282	6	B15	0.13	968	1703	0.241117463591603	1	3	3	100	10282	BET1	s20092
10282	8	B15	0.2	969	1770	0.241117463591603	1	3	3	100	10282	BET1	s20094
10592	6	A13	-1.13	970	528	0.2427540022443	1	3	3	100	10592	SMC2	s20793
10592	8	A13	0.15	971	1721	0.2427540022443	1	3	3	100	10592	SMC2	s20795
10592	7	A13	0.2	972	1771	0.2427540022443	1	3	3	100	10592	SMC2	s20794
59335	2	L15	-1.09	973	552	0.243986253977446	1	3	3	100	59335	PRDM12	s224523
59335	3	L15	-0.13	974	1358	0.243986253977446	1	3	3	100	59335	PRDM12	s33986
59335	1	L15	0.2	975	1772	0.243986253977446	1	3	3	100	59335	PRDM12	s33987
80312	4	N21	-2.46	976	134	0.244810067482359	1	3	3	100	80312	TET1	s37193
80312	4	M21	-0.26	977	1221	0.244810067482359	1	3	3	100	80312	TET1	s199104
80312	5	M21	0.21	978	1782	0.244810067482359	1	3	3	100	80312	TET1	s37194
3621	2	G13	-1.8	980	257	0.247100723782307	1	3	3	100	3621	ING1	s7429
54093	2	F13	-0.66	981	868	0.247708015312477	1	3	3	100	54093	SETD4	s28857
54093	1	F13	0.21	982	1783	0.247708015312477	1	3	3	100	54093	SETD4	s28858
54093	3	F13	0.21	983	1784	0.247708015312477	1	3	3	100	54093	SETD4	s28859
11335	5	E11	-0.45	984	1040	0.248956961203524	1	3	3	100	11335	CBX3	s22356
11335	4	E11	0.05	985	1616	0.248956961203524	1	3	3	100	11335	CBX3	s223226
11335	4	F11	0.21	986	1785	0.248956961203524	1	3	3	100	11335	CBX3	s223227
23522	1	O18	-2.49	987	131	0.249248030188171	1	3	3	100	23522	KAT6B	s23999
23522	2	O18	-0.58	988	928	0.249248030188171	1	3	3	100	23522	KAT6B	s23998
54737	5	I17	-0.75	989	789	0.251887479100139	1	3	3	100	54737	MPHOSPH8	s29364
54737	4	I17	-0.39	990	1097	0.251887479100139	1	3	3	100	54737	MPHOSPH8	s29362
54737	4	J17	0.22	991	1798	0.251887479100139	1	3	3	100	54737	MPHOSPH8	s29363
5252	3	N10	-1.77	994	264	0.253188829088041	1	2	3	67	5252	PHF1	s10434
26984	6	C18	-0.24	995	1238	0.253994725871267	1	3	3	100	26984	SEC22A	s25658
26984	8	C18	-0.01	996	1518	0.253994725871267	1	3	3	100	26984	SEC22A	s25660
26984	7	C18	0.22	997	1799	0.253994725871267	1	3	3	100	26984	SEC22A	s25659
51426	8	H15	-1.77	998	265	0.254055869921144	1	3	3	100	51426	POLK	s28116
4255	3	I05	-1.51	999	363	0.256538895150791	1	3	3	100	4255	MGMT	s8750
4255	1	I05	-0.32	1000	1171	0.256538895150791	1	3	3	100	4255	MGMT	s224042
4255	2	I05	0.23	1001	1811	0.256538895150791	1	3	3	100	4255	MGMT	s8752
472	3	A05	-1.76	1002	270	0.256652965396222	1	2	3	67	472	ATM	s1708
3717	1	G17	-0.78	1003	763	0.258089168433891	1	3	3	100	3717	JAK2	s7651
3717	2	G17	-0.56	1004	948	0.258089168433891	1	3	3	100	3717	JAK2	s7650
3930	3	L18	-1.15	1005	516	0.26043081229996	1	2	3	67	3930	LBR	s8101
3930	1	L18	-0.55	1006	953	0.26043081229996	1	2	3	67	3930	LBR	s8100
6046	1	K13	-1.08	1007	561	0.261247224379791	1	3	3	100	6046	BRD2	s12072
6046	3	K13	-0.25	1008	1229	0.261247224379791	1	3	3	100	6046	BRD2	s12070
6046	2	K13	0.23	1009	1812	0.261247224379791	1	3	3	100	6046	BRD2	s12071
9678	4	D03	-0.72	1010	808	0.261678088411204	1	3	3	100	9678	PHF14	s225175
9678	5	C03	-0.46	1011	1028	0.261678088411204	1	3	3	100	9678	PHF14	s18627
9678	4	C03	0.23	1012	1813	0.261678088411204	1	3	3	100	9678	PHF14	s225174
7726	6	J19	-0.56	1014	949	0.26230854859116	1	2	3	67	7726	TRIM26	s15228
7726	7	J19	-0.55	1015	954	0.26230854859116	1	2	3	67	7726	TRIM26	s15229
9426	4	A19	-0.51	1017	987	0.263406281906523	1	3	3	100	9426	CDY2A	s18052
9426	4	B19	-0.45	1018	1041	0.263406281906523	1	3	3	100	9426	CDY2A	s18051
9426	5	A19	0.24	1019	1830	0.263406281906523	1	3	3	100	9426	CDY2A	s18050
10762	7	I11	-0.78	1020	764	0.263719408001146	1	2	3	67	10762	NUP50	s21139
10762	6	I11	-0.54	1021	959	0.263719408001146	1	2	3	67	10762	NUP50	s21138
23774	3	O22	-1.72	1023	277	0.264408069445584	1	2	3	67	23774	BRD1	s24388
29095	7	H21	-0.96	1024	641	0.264707408546425	1	3	3	100	29095	ORMDL2	s26475
29095	8	H21	0	1025	1531	0.264707408546425	1	3	3	100	29095	ORMDL2	s26476
29095	6	H21	0.24	1026	1831	0.264707408546425	1	3	3	100	29095	ORMDL2	s26474
10014	3	G18	-1.72	1027	278	0.265266403086837	1	3	3	100	10014	HDAC5	s19464
89	6	J09	-0.37	1028	1115	0.267322501866097	1	3	3	100	89	ACTN3	s971
89	7	J09	-0.07	1029	1430	0.267322501866097	1	3	3	100	89	ACTN3	s972
89	8	J09	0.24	1030	1832	0.267322501866097	1	3	3	100	89	ACTN3	s973
84102	8	N13	-0.87	1032	705	0.272229774880277	1	2	3	67	84102	SLC41A2	s38502
84102	6	N13	-0.52	1033	981	0.272229774880277	1	2	3	67	84102	SLC41A2	s38500
79813	3	N21	-2.43	1034	136	0.273047504167284	1	3	3	100	79813	EHMT1	s36391
79813	1	N21	-0.32	1035	1172	0.273047504167284	1	3	3	100	79813	EHMT1	s36390
79813	2	N21	0.26	1036	1848	0.273047504167284	1	3	3	100	79813	EHMT1	s36392
54799	2	H01	0.01	1038	1559	0.273935463009565	1	3	3	100	54799	MBTD1	s29461
54799	3	H01	0.2	1039	1773	0.273935463009565	1	3	3	100	54799	MBTD1	s29460
54799	1	H01	0.26	1040	1849	0.273935463009565	1	3	3	100	54799	MBTD1	s29459
56926	7	J02	-1.63	1041	311	0.275559868067697	1	3	3	100	56926	NCLN	s32412
56926	6	J02	-0.52	1042	982	0.275559868067697	1	3	3	100	56926	NCLN	s32411
84656	4	P15	-0.33	1044	1157	0.275717151860823	1	3	3	100	84656		s39258
84656	5	O15	-0.08	1045	1419	0.275717151860823	1	3	3	100	84656		s39257
84656	4	O15	0.26	1046	1850	0.275717151860823	1	3	3	100	84656		s39259
51412	4	J03	-2.26	1047	170	0.276513390338136	1	3	3	100	51412	ACTL6B	s28105
51412	4	I03	-0.51	1048	988	0.276513390338136	1	3	3	100	51412	ACTL6B	s28106
9317	8	M07	-0.88	1049	700	0.2769904933856	1	2	3	67	9317	PTER	s17801
9317	6	M07	-0.51	1050	989	0.2769904933856	1	2	3	67	9317	PTER	s17799
147991	7	P19	-0.59	1051	918	0.277955105313215	1	3	3	100	147991	DPY19L3	s45102
147991	8	P19	-0.24	1052	1239	0.277955105313215	1	3	3	100	147991	DPY19L3	s45103
147991	6	P19	0.26	1053	1851	0.277955105313215	1	3	3	100	147991	DPY19L3	s45101
8284	2	A12	-0.7	1054	826	0.278423163936753	1	2	3	67	8284	JARID1D	s224895
8284	1	A12	-0.51	1055	990	0.278423163936753	1	2	3	67	8284	JARID1D	s15775
7290	1	P20	-0.7	1058	827	0.279754162266512	1	3	3	100	7290	HIRA	s14521
7290	3	P20	0.2	1059	1774	0.279754162266512	1	3	3	100	7290	HIRA	s14522
7290	2	P20	0.27	1060	1862	0.279754162266512	1	3	3	100	7290	HIRA	s14520
64431	6	D16	-0.94	1062	658	0.281294584576799	1	2	3	67	64431	ACTR6	s34755
64431	8	D16	-0.5	1063	994	0.281294584576799	1	2	3	67	64431	ACTR6	s34757
8648	1	C04	-0.99	1064	616	0.281773936704814	1	2	3	67	8648	NCOA1	s16460
8648	3	C04	-0.5	1065	995	0.281773936704814	1	2	3	67	8648	NCOA1	s16461
285877	7	L11	-0.97	1066	635	0.282013878498339	1	3	3	100	285877		s50051
285877	8	L11	-0.1	1067	1394	0.282013878498339	1	3	3	100	285877		s50052
285877	6	L11	0.27	1068	1863	0.282013878498339	1	3	3	100	285877		s50050
1487	5	F03	-0.87	1069	706	0.282733306584685	1	2	3	67	1487	CTBP1	s3698
1487	5	E04	-0.49	1070	1003	0.282733306584685	1	2	3	67	1487	CTBP1	s3700
85365	8	G12	-1.07	1071	569	0.28417401766381	1	2	3	67	85365	ALG2	s39930
85365	7	G12	-0.49	1072	1004	0.28417401766381	1	2	3	67	85365	ALG2	s39929
143884	8	C08	-1.47	1073	377	0.284285730664815	1	3	3	100	143884	CWF19L2	s44582
143884	7	C08	0.12	1074	1690	0.284285730664815	1	3	3	100	143884	CWF19L2	s44581
143884	6	C08	0.27	1075	1864	0.284285730664815	1	3	3	100	143884	CWF19L2	s44580
3895	6	K07	-0.81	1076	746	0.284654694279262	1	3	3	100	3895	KTN1	s8033
3895	7	K07	-0.49	1077	1005	0.284654694279262	1	3	3	100	3895	KTN1	s8034
54867	7	L04	-0.67	1079	855	0.286111972111726	1	3	3	100	54867	TMEM214	s29627
54867	6	L04	-0.17	1080	1325	0.286111972111726	1	3	3	100	54867	TMEM214	s29626
54867	8	L04	0.28	1081	1876	0.286111972111726	1	3	3	100	54867	TMEM214	s29628
6843	7	A22	-0.55	1083	955	0.287486773950308	1	3	3	100	6843	VAMP1	s13665
6843	6	A22	-0.11	1084	1381	0.287486773950308	1	3	3	100	6843	VAMP1	s13664
6843	8	A22	0.28	1085	1877	0.287486773950308	1	3	3	100	6843	VAMP1	s13666
55869	1	J09	-2.59	1087	114	0.291406917710414	1	3	3	100	55869	HDAC8	s31697
55869	3	J09	-0.48	1088	1012	0.291406917710414	1	3	3	100	55869	HDAC8	s31699
154807	6	K16	-0.82	1089	736	0.292374940700196	1	3	3	100	154807	VKORC1L1	s45890
154807	7	K16	-0.47	1090	1018	0.292374940700196	1	3	3	100	154807	VKORC1L1	s45891
10970	6	N01	-2.21	1091	177	0.292859268366411	1	2	3	67	10970	CKAP4	s21594
10970	7	N01	-0.47	1092	1019	0.292859268366411	1	2	3	67	10970	CKAP4	s21595
83903	3	B14	-2.02	1093	216	0.29334380612015	1	2	3	67	83903	GSG2	s38322
83903	2	B14	-0.47	1094	1020	0.29334380612015	1	2	3	67	83903	GSG2	s38321
390245	3	J10	-0.67	1095	856	0.294313509810126	1	3	3	100	390245		s52751
390245	2	J10	-0.46	1096	1029	0.294313509810126	1	3	3	100	390245		s52752
57634	5	M03	-0.86	1097	711	0.294893482421869	1	3	3	100	57634	EP400	s33489
57634	4	N03	0.08	1098	1647	0.294893482421869	1	3	3	100	57634	EP400	s33487
57634	4	M03	0.3	1099	1898	0.294893482421869	1	3	3	100	57634	EP400	s33488
1386	2	C05	-1.1	1100	546	0.298173518356487	1	3	3	100	1386	ATF2	s3493
1386	3	C05	0.29	1101	1888	0.298173518356487	1	3	3	100	1386	ATF2	s3494
1386	1	C05	0.31	1102	1903	0.298173518356487	1	3	3	100	1386	ATF2	s3492
5896	5	G16	-0.41	1103	1079	0.299115118419931	1	3	3	100	5896	RAG1	s11753
5896	4	G16	0.26	1104	1852	0.299115118419931	1	3	3	100	5896	RAG1	s11752
5896	5	H15	0.31	1105	1904	0.299115118419931	1	3	3	100	5896	RAG1	s11754
54708	4	I15	0.02	1106	1577	0.300058698714297	1	3	3	100	54708	MARCH5	s29333
54708	5	I15	0.17	1107	1739	0.300058698714297	1	3	3	100	54708	MARCH5	s29332
54708	4	J15	0.31	1108	1905	0.300058698714297	1	3	3	100	54708	MARCH5	s29334
11107	2	K12	-1.59	1109	332	0.300149102652118	1	2	3	67	11107	PRDM5	s21903
11107	1	K12	-0.46	1110	1030	0.300149102652118	1	2	3	67	11107	PRDM5	s223192
147007	6	I10	-0.67	1111	857	0.301951808316093	1	3	3	100	147007	TMEM199	s44948
147007	8	I10	-0.12	1112	1366	0.301951808316093	1	3	3	100	147007	TMEM199	s44950
147007	7	I10	0.31	1113	1906	0.301951808316093	1	3	3	100	147007	TMEM199	s44949
64151	6	D02	-0.91	1114	675	0.302100817832875	1	2	3	67	64151	NCAPG	s34513
64151	8	D02	-0.45	1115	1042	0.302100817832875	1	2	3	67	64151	NCAPG	s34515
29128	5	L17	-0.23	1116	1249	0.302426326610985	1	3	3	100	29128	UHRF1	s26555
29128	4	K18	-0.16	1117	1333	0.302426326610985	1	3	3	100	29128	UHRF1	s26554
29128	5	K18	0.31	1118	1907	0.302426326610985	1	3	3	100	29128	UHRF1	s26553
4591	4	G14	-0.66	1119	869	0.303852863802471	1	3	3	100	4591	TRIM37	s9083
4591	5	H13	0	1120	1532	0.303852863802471	1	3	3	100	4591	TRIM37	s9081
4591	5	G14	0.32	1121	1915	0.303852863802471	1	3	3	100	4591	TRIM37	s9082
55777	1	J05	-1.6	1122	324	0.304031897634575	1	2	3	67	55777	MBD5	s31487
11270	7	O15	-0.68	1123	847	0.306013824857378	1	3	3	100	11270	NRM	s22251
11270	6	O15	-0.44	1124	1051	0.306013824857378	1	3	3	100	11270	NRM	s22250
27125	4	G15	-0.89	1125	692	0.307484451567933	1	2	3	67	27125	AFF4	s25863
27125	5	G15	-0.44	1126	1052	0.307484451567933	1	2	3	67	27125	AFF4	s25862
6672	1	M09	-1.11	1128	542	0.309603871975059	1	3	3	100	6672	SP100	s13330
6672	2	M09	-0.1	1129	1395	0.309603871975059	1	3	3	100	6672	SP100	s13331
6672	3	M09	0.33	1130	1924	0.309603871975059	1	3	3	100	6672	SP100	s13332
639	2	A11	-0.52	1131	983	0.311052873971123	1	3	3	100	639	PRDM1	s1993
639	1	A11	-0.41	1132	1080	0.311052873971123	1	3	3	100	639	PRDM1	s1992
639	3	A11	0.33	1133	1925	0.311052873971123	1	3	3	100	639	PRDM1	s1991
26578	7	I12	-1.38	1134	412	0.312399103386384	1	2	3	67	26578	OSTF1	s25552
26578	8	I12	-0.43	1135	1055	0.312399103386384	1	2	3	67	26578	OSTF1	s25553
11284	8	P21	-0.53	1136	970	0.313384321832022	1	2	3	67	11284	PNKP	s22288
11284	7	P21	-0.43	1137	1056	0.313384321832022	1	2	3	67	11284	PNKP	s22287
8028	4	B01	-0.54	1138	960	0.313477911923955	1	3	3	100	8028	MLLT10	s15557
8028	5	A01	-0.36	1139	1123	0.313477911923955	1	3	3	100	8028	MLLT10	s15556
8028	4	A01	0.34	1140	1936	0.313477911923955	1	3	3	100	8028	MLLT10	s15558
55274	5	K01	-2.82	1141	91	0.313877213684963	1	2	3	67	55274	PHF10	s30608
55274	4	K01	-0.43	1142	1057	0.313877213684963	1	2	3	67	55274	PHF10	s30607
